region,week,sum_infections,sum_unemployed,sum_deaths,rnd_var
Коми,2020-10-12,936.0,620,22.0,45.733333333333334
Коми,2020-10-19,1100.0,653,30.0,43.46666666666667
Коми,2020-10-26,1403.0,385,36.0,52.148148148148145
Костромская,2020-04-06,37.0,589,1.0,46.58064516129032
Костромская,2020-04-13,419.0,2576,3.0,51.36363636363637
Костромская,2020-04-20,52.0,1896,0.0,46.90909090909091
Костромская,2020-04-27,88.0,1341,1.0,49.06060606060606
Костромская,2020-05-04,53.0,609,0.0,52.12903225806452
Костромская,2020-05-11,331.0,1240,1.0,50.34375
Костромская,2020-05-18,236.0,1100,2.0,49.064516129032256
Костромская,2020-05-25,93.0,939,5.0,53.774193548387096
Костромская,2020-06-01,178.0,971,2.0,44.875
Костромская,2020-06-08,95.0,632,1.0,45.93103448275862
Костромская,2020-06-15,466.0,805,2.0,46.83870967741935
Костромская,2020-06-22,199.0,580,3.0,51.15625
Костромская,2020-06-29,205.0,661,2.0,52.57575757575758
Костромская,2020-07-06,49.0,629,0.0,56.29032258064516
Костромская,2020-07-13,444.0,624,5.0,44.41935483870968
Костромская,2020-07-20,140.0,612,1.0,59.13333333333333
Костромская,2020-07-27,142.0,657,2.0,54.689655172413794
Костромская,2020-08-03,69.0,583,0.0,46.266666666666666
Костромская,2020-08-10,219.0,597,3.0,49.0
Костромская,2020-08-17,478.0,574,4.0,48.241379310344826
Костромская,2020-08-24,314.0,524,5.0,47.07142857142857
Костромская,2020-08-31,285.0,480,2.0,45.03703703703704
Костромская,2020-09-07,66.0,522,0.0,56.0625
Костромская,2020-09-14,493.0,452,11.0,58.84
Костромская,2020-09-21,249.0,420,8.0,45.96551724137931
Костромская,2020-09-28,314.0,438,9.0,48.43333333333333
Костромская,2020-10-05,97.0,355,7.0,49.92
Костромская,2020-10-12,486.0,331,17.0,49.26923076923077
Костромская,2020-10-19,581.0,360,5.0,55.888888888888886
Костромская,2020-10-26,699.0,216,1.0,52.25
Краснодарский край,2020-04-06,176.0,12750,3.0,49.93939393939394
Краснодарский край,2020-04-13,717.0,20868,19.0,50.93939393939394
Краснодарский край,2020-04-20,207.0,16358,5.0,52.666666666666664
Краснодарский край,2020-04-27,420.0,14527,11.0,57.0
Краснодарский край,2020-05-04,180.0,8155,1.0,41.878787878787875
Краснодарский край,2020-05-11,681.0,16079,14.0,57.72727272727273
Краснодарский край,2020-05-18,743.0,12336,13.0,51.878787878787875
Краснодарский край,2020-05-25,638.0,11766,2.0,52.09090909090909
Краснодарский край,2020-06-01,487.0,11354,4.0,47.54545454545455
Краснодарский край,2020-06-08,374.0,6727,3.0,47.0
Краснодарский край,2020-06-15,727.0,7562,23.0,53.121212121212125
Краснодарский край,2020-06-22,459.0,6419,13.0,61.484848484848484
Краснодарский край,2020-06-29,421.0,5543,9.0,49.84848484848485
Краснодарский край,2020-07-06,257.0,5852,4.0,47.90909090909091
Краснодарский край,2020-07-13,746.0,5889,25.0,56.06060606060606
Краснодарский край,2020-07-20,477.0,5529,9.0,47.72727272727273
Краснодарский край,2020-07-27,618.0,7104,7.0,46.06060606060606
Краснодарский край,2020-08-03,386.0,6090,9.0,45.90909090909091
Краснодарский край,2020-08-10,573.0,5393,9.0,47.60606060606061
Краснодарский край,2020-08-17,757.0,4684,23.0,50.84848484848485
Краснодарский край,2020-08-24,604.0,3867,20.0,47.57575757575758
Краснодарский край,2020-08-31,613.0,3682,19.0,46.90909090909091
Краснодарский край,2020-09-07,270.0,4280,2.0,51.303030303030305
Краснодарский край,2020-09-14,802.0,3638,34.0,38.72727272727273
Краснодарский край,2020-09-21,654.0,3536,22.0,56.42424242424242
Краснодарский край,2020-09-28,667.0,3611,27.0,50.666666666666664
Краснодарский край,2020-10-05,316.0,3236,8.0,37.625
Краснодарский край,2020-10-12,760.0,3042,24.0,41.57575757575758
Краснодарский край,2020-10-19,722.0,2929,31.0,37.84375
Краснодарский край,2020-10-26,825.0,1759,38.0,45.72727272727273
Красноярский край,2020-04-06,183.0,1943,3.0,43.03030303030303
Красноярский край,2020-04-13,1160.0,6278,58.0,53.24242424242424
Красноярский край,2020-04-20,196.0,5103,2.0,50.60606060606061
Красноярский край,2020-04-27,221.0,3902,3.0,52.96969696969697
Красноярский край,2020-05-04,143.0,2347,3.0,53.63636363636363
Красноярский край,2020-05-11,1019.0,4349,20.0,43.484848484848484
Красноярский край,2020-05-18,775.0,4143,17.0,41.42424242424242
Красноярский край,2020-05-25,1538.0,4287,10.0,47.333333333333336
Красноярский край,2020-06-01,839.0,4389,11.0,52.21212121212121
Красноярский край,2020-06-08,473.0,2865,3.0,52.24242424242424
Красноярский край,2020-06-15,1386.0,3768,25.0,45.1875
Красноярский край,2020-06-22,1071.0,2973,21.0,46.39393939393939
Красноярский край,2020-06-29,1034.0,2551,29.0,46.27272727272727
Красноярский край,2020-07-06,332.0,2901,5.0,56.90909090909091
Красноярский край,2020-07-13,1304.0,2652,44.0,56.03030303030303
Красноярский край,2020-07-20,900.0,2642,28.0,48.696969696969695
Красноярский край,2020-07-27,1053.0,2899,45.0,46.72727272727273
Красноярский край,2020-08-03,564.0,2455,26.0,46.28125
Красноярский край,2020-08-10,725.0,2168,21.0,53.42424242424242
Красноярский край,2020-08-17,1257.0,1746,44.0,45.484848484848484
Красноярский край,2020-08-24,804.0,1516,42.0,58.54545454545455
Красноярский край,2020-08-31,781.0,1386,48.0,37.70967741935484
Красноярский край,2020-09-07,391.0,1545,16.0,45.333333333333336
Красноярский край,2020-09-14,1273.0,1455,33.0,57.25806451612903
Красноярский край,2020-09-21,711.0,1308,13.0,51.483870967741936
Красноярский край,2020-09-28,720.0,1454,16.0,53.65625
Красноярский край,2020-10-05,299.0,1302,2.0,55.84848484848485
Красноярский край,2020-10-12,1371.0,1272,59.0,42.21875
Красноярский край,2020-10-19,1455.0,1268,24.0,58.483870967741936
Красноярский край,2020-10-26,1822.0,889,33.0,45.61290322580645
Крым,2020-04-06,9.0,2021,1.0,59.39393939393939
Крым,2020-04-13,636.0,5162,12.0,45.696969696969695
Крым,2020-04-20,13.0,4201,0.0,46.24242424242424
Крым,2020-04-27,24.0,3267,0.0,41.90909090909091
Крым,2020-05-04,22.0,1945,0.0,49.515151515151516
Крым,2020-05-11,394.0,4007,6.0,56.84848484848485
Крым,2020-05-18,340.0,3369,7.0,44.666666666666664
Крым,2020-05-25,59.0,2979,1.0,45.75757575757576
Крым,2020-06-01,35.0,3082,0.0,56.96969696969697
Крым,2020-06-08,88.0,1854,1.0,54.5
Крым,2020-06-15,635.0,2373,12.0,42.06060606060606
Крым,2020-06-22,69.0,1804,0.0,50.87096774193548
Крым,2020-06-29,73.0,1621,3.0,45.5
Крым,2020-07-06,48.0,1884,1.0,47.5625
Крым,2020-07-13,711.0,1870,19.0,44.0
Крым,2020-07-20,98.0,1849,1.0,52.9375
Крым,2020-07-27,135.0,1937,1.0,47.36363636363637
Крым,2020-08-03,72.0,2234,1.0,46.8125
Крым,2020-08-10,260.0,2064,6.0,61.903225806451616
Крым,2020-08-17,645.0,2025,10.0,58.21212121212121
Крым,2020-08-24,249.0,1659,6.0,44.935483870967744
Крым,2020-08-31,390.0,1559,3.0,57.903225806451616
Крым,2020-09-07,35.0,1706,1.0,49.61290322580645
Крым,2020-09-14,770.0,1626,18.0,44.625
Крым,2020-09-21,503.0,1519,5.0,51.515151515151516
Крым,2020-09-28,576.0,1593,12.0,46.875
Крым,2020-10-05,184.0,1515,6.0,43.625
Крым,2020-10-12,676.0,1523,25.0,57.21875
Крым,2020-10-19,1147.0,1319,21.0,45.81818181818182
Крым,2020-10-26,1378.0,776,9.0,53.71875
Курганская,2020-04-06,6.0,258,0.0,40.827586206896555
Курганская,2020-04-13,320.0,1882,6.0,43.39393939393939
Курганская,2020-04-20,9.0,1541,0.0,61.515151515151516
Курганская,2020-04-27,18.0,1370,0.0,39.333333333333336
Курганская,2020-05-04,9.0,662,0.0,47.13333333333333
Курганская,2020-05-11,250.0,1230,5.0,51.72727272727273
Курганская,2020-05-18,140.0,1273,0.0,49.875
Курганская,2020-05-25,64.0,1139,0.0,55.65625
Курганская,2020-06-01,48.0,1037,0.0,39.193548387096776
Курганская,2020-06-08,94.0,776,0.0,54.84375
Курганская,2020-06-15,323.0,1255,4.0,47.774193548387096
Курганская,2020-06-22,167.0,1164,0.0,46.666666666666664
Курганская,2020-06-29,182.0,1097,1.0,45.8125
Курганская,2020-07-06,46.0,1044,0.0,48.74193548387097
Курганская,2020-07-13,423.0,1053,0.0,37.696969696969695
Курганская,2020-07-20,371.0,1089,1.0,48.53125
Курганская,2020-07-27,288.0,1185,4.0,47.75
Курганская,2020-08-03,143.0,1057,2.0,47.58064516129032
Курганская,2020-08-10,192.0,1091,3.0,55.45161290322581
Курганская,2020-08-17,311.0,984,3.0,44.9375
Курганская,2020-08-24,170.0,828,3.0,52.40625
Курганская,2020-08-31,157.0,839,0.0,41.7
Курганская,2020-09-07,75.0,884,1.0,51.06666666666667
Курганская,2020-09-14,356.0,878,7.0,40.61290322580645
Курганская,2020-09-21,189.0,795,4.0,47.2
Курганская,2020-09-28,211.0,820,4.0,45.75
Курганская,2020-10-05,69.0,901,2.0,53.5
Курганская,2020-10-12,385.0,898,4.0,41.233333333333334
Курганская,2020-10-19,490.0,1004,16.0,47.48275862068966
Курганская,2020-10-26,538.0,608,21.0,48.689655172413794
Курская,2020-04-06,142.0,752,2.0,45.90625
Курская,2020-04-13,487.0,2131,16.0,54.0
Курская,2020-04-20,162.0,1928,2.0,57.72727272727273
Курская,2020-04-27,305.0,1392,2.0,47.03125
Курская,2020-05-04,201.0,822,0.0,53.18181818181818
Курская,2020-05-11,455.0,1610,2.0,45.16129032258065
Курская,2020-05-18,631.0,1166,3.0,45.38709677419355
Курская,2020-05-25,566.0,1270,1.0,47.16129032258065
Курская,2020-06-01,419.0,1193,5.0,48.70967741935484
Курская,2020-06-08,205.0,689,0.0,39.875
Курская,2020-06-15,614.0,1076,10.0,38.54545454545455
Курская,2020-06-22,492.0,1044,5.0,34.7
Курская,2020-06-29,471.0,959,5.0,50.806451612903224
Курская,2020-07-06,203.0,1005,3.0,64.16129032258064
Курская,2020-07-13,502.0,899,6.0,57.39393939393939
Курская,2020-07-20,227.0,843,3.0,55.38709677419355
Курская,2020-07-27,223.0,919,0.0,41.96774193548387
Курская,2020-08-03,99.0,814,1.0,48.56666666666667
Курская,2020-08-10,317.0,677,4.0,46.166666666666664
Курская,2020-08-17,445.0,619,7.0,45.36666666666667
Курская,2020-08-24,230.0,528,1.0,58.3
Курская,2020-08-31,207.0,527,1.0,44.43478260869565
Курская,2020-09-07,187.0,624,1.0,44.774193548387096
Курская,2020-09-14,496.0,533,6.0,56.0
Курская,2020-09-21,206.0,432,2.0,52.93103448275862
Курская,2020-09-28,276.0,515,1.0,46.07142857142857
Курская,2020-10-05,169.0,481,0.0,51.074074074074076
Курская,2020-10-12,571.0,418,11.0,52.666666666666664
Курская,2020-10-19,627.0,459,5.0,47.724137931034484
Курская,2020-10-26,732.0,289,12.0,57.541666666666664
Ленинградская,2020-04-06,120.0,936,0.0,49.696969696969695
Ленинградская,2020-04-13,585.0,2214,7.0,45.81818181818182
Ленинградская,2020-04-20,299.0,1867,0.0,52.15151515151515
Ленинградская,2020-04-27,289.0,2062,0.0,57.36363636363637
Ленинградская,2020-05-04,152.0,905,1.0,54.27272727272727
Ленинградская,2020-05-11,468.0,2371,3.0,45.27272727272727
Ленинградская,2020-05-18,626.0,1995,7.0,54.15151515151515
Ленинградская,2020-05-25,443.0,1840,1.0,54.45454545454545
Ленинградская,2020-06-01,327.0,2090,2.0,50.40625
Ленинградская,2020-06-08,190.0,1399,1.0,40.78787878787879
Ленинградская,2020-06-15,680.0,1542,1.0,55.93939393939394
Ленинградская,2020-06-22,390.0,1268,4.0,51.625
Ленинградская,2020-06-29,354.0,1386,3.0,48.75757575757576
Ленинградская,2020-07-06,164.0,1402,2.0,47.06060606060606
Ленинградская,2020-07-13,640.0,1155,2.0,46.57575757575758
Ленинградская,2020-07-20,321.0,1092,7.0,49.0
Ленинградская,2020-07-27,305.0,1294,10.0,49.6875
Ленинградская,2020-08-03,166.0,1288,0.0,52.96875
Ленинградская,2020-08-10,382.0,1135,9.0,51.09090909090909
Ленинградская,2020-08-17,529.0,1011,12.0,47.96969696969697
Ленинградская,2020-08-24,195.0,987,6.0,47.354838709677416
Ленинградская,2020-08-31,215.0,1055,5.0,46.24242424242424
Ленинградская,2020-09-07,196.0,1219,4.0,43.74193548387097
Ленинградская,2020-09-14,618.0,1047,2.0,53.65625
Ленинградская,2020-09-21,320.0,973,4.0,59.333333333333336
Ленинградская,2020-09-28,412.0,1063,7.0,56.225806451612904
Ленинградская,2020-10-05,225.0,1000,0.0,50.32258064516129
Ленинградская,2020-10-12,653.0,968,7.0,51.125
Ленинградская,2020-10-19,705.0,924,6.0,45.38709677419355
Ленинградская,2020-10-26,833.0,560,10.0,56.9
Липецкая,2020-04-06,105.0,367,1.0,42.903225806451616
Липецкая,2020-04-13,372.0,1108,7.0,50.24242424242424
Липецкая,2020-04-20,100.0,774,1.0,55.696969696969695
Липецкая,2020-04-27,161.0,773,1.0,51.29032258064516
Липецкая,2020-05-04,85.0,508,0.0,45.8
Липецкая,2020-05-11,337.0,1082,1.0,43.1875
Липецкая,2020-05-18,440.0,724,7.0,51.172413793103445
Липецкая,2020-05-25,456.0,728,1.0,48.357142857142854
Липецкая,2020-06-01,427.0,767,1.0,51.25
Липецкая,2020-06-08,167.0,444,0.0,56.43333333333333
Липецкая,2020-06-15,491.0,420,5.0,58.275862068965516
Липецкая,2020-06-22,385.0,403,2.0,52.0
Липецкая,2020-06-29,303.0,300,4.0,50.88
Липецкая,2020-07-06,146.0,293,0.0,45.96
Липецкая,2020-07-13,410.0,274,6.0,40.72
Липецкая,2020-07-20,187.0,249,1.0,46.78260869565217
Липецкая,2020-07-27,89.0,268,1.0,42.36363636363637
Липецкая,2020-08-03,51.0,240,1.0,46.19047619047619
Липецкая,2020-08-10,261.0,205,2.0,54.69565217391305
Липецкая,2020-08-17,331.0,153,8.0,50.526315789473685
Липецкая,2020-08-24,118.0,157,2.0,43.55
Липецкая,2020-08-31,142.0,143,1.0,46.526315789473685
Липецкая,2020-09-07,146.0,213,0.0,53.833333333333336
Липецкая,2020-09-14,412.0,182,9.0,50.04545454545455
Липецкая,2020-09-21,230.0,134,4.0,45.142857142857146
Липецкая,2020-09-28,245.0,146,4.0,44.5625
Липецкая,2020-10-05,132.0,171,2.0,43.4
Липецкая,2020-10-12,444.0,124,8.0,32.375
Липецкая,2020-10-19,451.0,142,7.0,47.05
Липецкая,2020-10-26,556.0,85,7.0,57.2
Магаданская,2020-04-06,12.0,20,0.0,34.8
Магаданская,2020-04-13,214.0,42,0.0,65.5
Магаданская,2020-04-20,61.0,35,0.0,44.5625
Магаданская,2020-04-27,28.0,50,0.0,67.72727272727273
Магаданская,2020-05-04,10.0,41,2.0,47.63636363636363
Магаданская,2020-05-11,188.0,74,2.0,60.07142857142857
Магаданская,2020-05-18,79.0,72,0.0,51.07692307692308
Магаданская,2020-05-25,34.0,52,0.0,55.083333333333336
Магаданская,2020-06-01,20.0,46,0.0,51.81818181818182
Магаданская,2020-06-08,60.0,59,0.0,46.18181818181818
Магаданская,2020-06-15,240.0,70,2.0,49.4375
Магаданская,2020-06-22,105.0,59,0.0,40.45454545454545
Магаданская,2020-06-29,125.0,47,0.0,38.25
Магаданская,2020-07-06,49.0,45,0.0,58.09090909090909
Магаданская,2020-07-13,215.0,48,2.0,44.3
Магаданская,2020-07-20,106.0,47,2.0,53.357142857142854
Магаданская,2020-07-27,102.0,45,0.0,78.14285714285714
Магаданская,2020-08-03,54.0,49,6.0,54.25
Магаданская,2020-08-10,121.0,34,1.0,60.714285714285715
Магаданская,2020-08-17,178.0,47,0.0,60.0
Магаданская,2020-08-24,123.0,33,3.0,66.0
Магаданская,2020-08-31,141.0,39,0.0,21.5
Магаданская,2020-09-07,44.0,33,1.0,67.16666666666667
Магаданская,2020-09-14,248.0,30,2.0,46.1
Магаданская,2020-09-21,254.0,40,5.0,57.23076923076923
Магаданская,2020-09-28,271.0,55,1.0,56.2
Магаданская,2020-10-05,69.0,52,1.0,57.0
Магаданская,2020-10-12,217.0,31,2.0,69.375
Магаданская,2020-10-19,337.0,47,6.0,50.77777777777778
Магаданская,2020-10-26,322.0,27,3.0,43.0
Марий Эл,2020-04-06,88.0,307,0.0,49.645161290322584
Марий Эл,2020-04-13,189.0,1409,6.0,51.45454545454545
Марий Эл,2020-04-20,211.0,1023,0.0,54.515151515151516
Марий Эл,2020-04-27,171.0,768,0.0,51.59375
Марий Эл,2020-05-04,104.0,345,1.0,38.516129032258064
Марий Эл,2020-05-11,197.0,643,1.0,43.806451612903224
Марий Эл,2020-05-18,321.0,750,2.0,44.45454545454545
Марий Эл,2020-05-25,283.0,645,3.0,36.5
Марий Эл,2020-06-01,256.0,1132,3.0,58.06060606060606
Марий Эл,2020-06-08,129.0,419,1.0,46.38709677419355
Марий Эл,2020-06-15,279.0,494,3.0,50.5625
Марий Эл,2020-06-22,291.0,513,1.0,48.903225806451616
Марий Эл,2020-06-29,220.0,425,3.0,54.39393939393939
Марий Эл,2020-07-06,102.0,347,0.0,64.33333333333333
Марий Эл,2020-07-13,213.0,406,3.0,47.096774193548384
Марий Эл,2020-07-20,195.0,387,5.0,50.4375
Марий Эл,2020-07-27,177.0,435,0.0,53.1
Марий Эл,2020-08-03,73.0,359,3.0,47.5
Марий Эл,2020-08-10,190.0,345,6.0,43.06666666666667
Марий Эл,2020-08-17,177.0,316,1.0,49.86206896551724
Марий Эл,2020-08-24,116.0,260,1.0,42.53333333333333
Марий Эл,2020-08-31,116.0,266,2.0,39.10344827586207
Марий Эл,2020-09-07,114.0,347,1.0,45.38709677419355
Марий Эл,2020-09-14,206.0,259,1.0,55.96551724137931
Марий Эл,2020-09-21,148.0,263,2.0,47.5
Марий Эл,2020-09-28,157.0,314,2.0,53.214285714285715
Марий Эл,2020-10-05,90.0,302,2.0,48.172413793103445
Марий Эл,2020-10-12,234.0,273,5.0,47.67741935483871
Марий Эл,2020-10-19,315.0,296,3.0,61.06666666666667
Марий Эл,2020-10-26,367.0,154,4.0,44.32
Мордовия,2020-04-06,99.0,363,1.0,45.0
Мордовия,2020-04-13,315.0,1377,1.0,51.15625
Мордовия,2020-04-20,235.0,1354,1.0,52.09090909090909
Мордовия,2020-04-27,267.0,829,1.0,51.5625
Мордовия,2020-05-04,138.0,498,1.0,44.935483870967744
Мордовия,2020-05-11,314.0,912,2.0,50.233333333333334
Мордовия,2020-05-18,274.0,752,3.0,55.29032258064516
Мордовия,2020-05-25,237.0,607,3.0,51.689655172413794
Мордовия,2020-06-01,249.0,842,0.0,56.121212121212125
Мордовия,2020-06-08,161.0,517,3.0,56.37931034482759
Мордовия,2020-06-15,412.0,621,2.0,52.13793103448276
Мордовия,2020-06-22,388.0,552,2.0,36.13333333333333
Мордовия,2020-06-29,319.0,591,3.0,51.4
Мордовия,2020-07-06,123.0,607,1.0,55.06896551724138
Мордовия,2020-07-13,343.0,524,1.0,47.666666666666664
Мордовия,2020-07-20,256.0,506,3.0,52.55555555555556
Мордовия,2020-07-27,239.0,614,1.0,47.83870967741935
Мордовия,2020-08-03,130.0,534,1.0,57.903225806451616
Мордовия,2020-08-10,233.0,542,3.0,49.96551724137931
Мордовия,2020-08-17,324.0,470,1.0,44.333333333333336
Мордовия,2020-08-24,223.0,414,0.0,55.38709677419355
Мордовия,2020-08-31,224.0,405,0.0,62.793103448275865
Мордовия,2020-09-07,154.0,425,1.0,55.65384615384615
Мордовия,2020-09-14,340.0,415,0.0,56.07142857142857
Мордовия,2020-09-21,221.0,352,1.0,47.63333333333333
Мордовия,2020-09-28,239.0,395,1.0,43.75
Мордовия,2020-10-05,125.0,381,0.0,48.46153846153846
Мордовия,2020-10-12,395.0,359,3.0,42.64
Мордовия,2020-10-19,454.0,392,3.0,50.03846153846154
Мордовия,2020-10-26,459.0,198,3.0,50.708333333333336
Московская,2020-04-06,1619.0,10602,19.0,41.72727272727273
Московская,2020-04-13,3183.0,24042,69.0,44.121212121212125
Московская,2020-04-20,3386.0,15652,30.0,47.81818181818182
Московская,2020-04-27,4467.0,12087,22.0,52.72727272727273
Московская,2020-05-04,2047.0,7364,22.0,50.36363636363637
Московская,2020-05-11,3128.0,13698,53.0,40.333333333333336
Московская,2020-05-18,6836.0,11860,80.0,48.18181818181818
Московская,2020-05-25,6056.0,8628,72.0,49.06060606060606
Московская,2020-06-01,4649.0,9267,109.0,51.0
Московская,2020-06-08,2120.0,4892,34.0,46.42424242424242
Московская,2020-06-15,4545.0,5360,76.0,51.15151515151515
Московская,2020-06-22,4333.0,4641,93.0,56.15151515151515
Московская,2020-06-29,2894.0,4604,92.0,52.63636363636363
Московская,2020-07-06,1964.0,4453,42.0,51.303030303030305
Московская,2020-07-13,3036.0,4207,80.0,46.0
Московская,2020-07-20,1208.0,3846,52.0,51.84848484848485
Московская,2020-07-27,996.0,4343,37.0,57.81818181818182
Московская,2020-08-03,557.0,4107,8.0,42.57575757575758
Московская,2020-08-10,2687.0,3712,50.0,49.0
Московская,2020-08-17,2749.0,3401,57.0,44.90909090909091
Московская,2020-08-24,1077.0,3230,23.0,52.09090909090909
Московская,2020-08-31,1058.0,3190,18.0,55.06060606060606
Московская,2020-09-07,2205.0,3851,35.0,49.21875
Московская,2020-09-14,3085.0,3257,62.0,49.15151515151515
Московская,2020-09-21,1222.0,3138,36.0,47.45454545454545
Московская,2020-09-28,1442.0,3540,39.0,49.45454545454545
Московская,2020-10-05,1746.0,3077,23.0,47.93939393939394
Московская,2020-10-12,3708.0,3085,109.0,54.24242424242424
Московская,2020-10-19,3120.0,2986,61.0,55.696969696969695
Московская,2020-10-26,3296.0,1809,71.0,46.60606060606061
Мурманская,2020-04-06,319.0,182,0.0,43.46153846153846
Мурманская,2020-04-13,942.0,634,17.0,49.0625
Мурманская,2020-04-20,272.0,757,2.0,50.61290322580645
Мурманская,2020-04-27,589.0,873,1.0,51.774193548387096
Мурманская,2020-05-04,238.0,461,0.0,54.58620689655172
Мурманская,2020-05-11,836.0,670,13.0,58.58620689655172
Мурманская,2020-05-18,525.0,566,8.0,53.310344827586206
Мурманская,2020-05-25,270.0,485,1.0,44.89655172413793
Мурманская,2020-06-01,286.0,476,0.0,53.0
Мурманская,2020-06-08,446.0,313,2.0,45.888888888888886
Мурманская,2020-06-15,885.0,359,13.0,53.93103448275862
Мурманская,2020-06-22,505.0,339,2.0,47.96296296296296
Мурманская,2020-06-29,577.0,356,4.0,46.93103448275862
Мурманская,2020-07-06,211.0,395,2.0,43.925925925925924
Мурманская,2020-07-13,1160.0,356,18.0,46.2962962962963
Мурманская,2020-07-20,1216.0,284,20.0,53.92307692307692
Мурманская,2020-07-27,1183.0,373,16.0,41.642857142857146
Мурманская,2020-08-03,605.0,328,9.0,50.19230769230769
Мурманская,2020-08-10,605.0,377,6.0,58.55555555555556
Мурманская,2020-08-17,843.0,329,27.0,54.035714285714285
Мурманская,2020-08-24,450.0,296,27.0,58.46666666666667
Мурманская,2020-08-31,463.0,372,11.0,49.88
Мурманская,2020-09-07,270.0,444,2.0,57.7037037037037
Мурманская,2020-09-14,964.0,431,22.0,55.041666666666664
Мурманская,2020-09-21,526.0,362,12.0,49.84
Мурманская,2020-09-28,529.0,373,11.0,59.67857142857143
Мурманская,2020-10-05,224.0,312,7.0,49.96153846153846
Мурманская,2020-10-12,1028.0,342,21.0,50.96551724137931
Мурманская,2020-10-19,1144.0,303,20.0,57.15384615384615
Мурманская,2020-10-26,1255.0,202,25.0,50.04761904761905
Нижегородская,2020-04-06,477.0,1914,6.0,53.27272727272727
Нижегородская,2020-04-13,1623.0,3720,47.0,45.84848484848485
Нижегородская,2020-04-20,535.0,3388,1.0,48.06060606060606
Нижегородская,2020-04-27,815.0,3033,4.0,43.878787878787875
Нижегородская,2020-05-04,392.0,1314,3.0,50.46875
Нижегородская,2020-05-11,1596.0,3761,26.0,46.54545454545455
Нижегородская,2020-05-18,2100.0,3136,25.0,49.72727272727273
Нижегородская,2020-05-25,1584.0,2647,22.0,45.78787878787879
Нижегородская,2020-06-01,1558.0,3292,33.0,48.18181818181818
Нижегородская,2020-06-08,919.0,1924,13.0,47.303030303030305
Нижегородская,2020-06-15,1914.0,2551,46.0,47.21212121212121
Нижегородская,2020-06-22,1570.0,2557,28.0,56.625
Нижегородская,2020-06-29,1504.0,2402,28.0,51.0625
Нижегородская,2020-07-06,832.0,2207,17.0,37.46875
Нижегородская,2020-07-13,1810.0,2181,46.0,62.45454545454545
Нижегородская,2020-07-20,1473.0,2075,41.0,45.90625
Нижегородская,2020-07-27,1358.0,2083,28.0,41.54545454545455
Нижегородская,2020-08-03,620.0,1957,16.0,47.303030303030305
Нижегородская,2020-08-10,1319.0,1916,18.0,47.5625
Нижегородская,2020-08-17,1537.0,1647,43.0,44.5
Нижегородская,2020-08-24,866.0,1462,16.0,49.84375
Нижегородская,2020-08-31,944.0,1484,24.0,43.758620689655174
Нижегородская,2020-09-07,817.0,1697,12.0,44.39393939393939
Нижегородская,2020-09-14,1735.0,1500,48.0,54.354838709677416
Нижегородская,2020-09-21,1122.0,1386,20.0,49.40625
Нижегородская,2020-09-28,1130.0,1437,25.0,40.4
Нижегородская,2020-10-05,637.0,1469,11.0,51.28125
Нижегородская,2020-10-12,1964.0,1400,45.0,53.28125
Нижегородская,2020-10-19,1986.0,1364,42.0,43.03225806451613
Нижегородская,2020-10-26,2574.0,873,61.0,56.375
Новгородская,2020-04-06,77.0,236,0.0,51.96666666666667
Новгородская,2020-04-13,454.0,774,0.0,48.06060606060606
Новгородская,2020-04-20,82.0,624,1.0,53.93939393939394
Новгородская,2020-04-27,136.0,593,1.0,49.03125
Новгородская,2020-05-04,35.0,384,0.0,43.03333333333333
Новгородская,2020-05-11,298.0,666,4.0,47.03225806451613
Новгородская,2020-05-18,322.0,722,0.0,54.903225806451616
Новгородская,2020-05-25,262.0,499,0.0,46.4
Новгородская,2020-06-01,367.0,677,3.0,46.57575757575758
Новгородская,2020-06-08,119.0,474,1.0,54.9
Новгородская,2020-06-15,548.0,559,4.0,52.58620689655172
Новгородская,2020-06-22,415.0,480,4.0,56.46875
Новгородская,2020-06-29,361.0,504,5.0,41.32258064516129
Новгородская,2020-07-06,108.0,587,0.0,57.875
Новгородская,2020-07-13,487.0,468,2.0,37.0625
Новгородская,2020-07-20,136.0,479,10.0,41.38709677419355
Новгородская,2020-07-27,123.0,494,6.0,56.03030303030303
Новгородская,2020-08-03,74.0,499,1.0,39.142857142857146
Новгородская,2020-08-10,214.0,444,1.0,55.354838709677416
Новгородская,2020-08-17,426.0,398,3.0,52.5
Новгородская,2020-08-24,145.0,374,0.0,53.18518518518518
Новгородская,2020-08-31,145.0,458,4.0,48.44444444444444
Новгородская,2020-09-07,103.0,468,5.0,47.16129032258065
Новгородская,2020-09-14,486.0,392,0.0,52.53333333333333
Новгородская,2020-09-21,202.0,329,0.0,51.785714285714285
Новгородская,2020-09-28,267.0,430,0.0,55.17857142857143
Новгородская,2020-10-05,128.0,402,0.0,52.58620689655172
Новгородская,2020-10-12,514.0,380,11.0,43.36666666666667
Новгородская,2020-10-19,453.0,360,1.0,44.55172413793103
Новгородская,2020-10-26,535.0,238,0.0,44.791666666666664
Новосибирская,2020-04-06,165.0,831,4.0,51.21212121212121
Новосибирская,2020-04-13,704.0,3232,22.0,44.333333333333336
Новосибирская,2020-04-20,96.0,5036,3.0,48.484848484848484
Новосибирская,2020-04-27,215.0,5466,1.0,49.878787878787875
