region,week,sum_infections,sum_unemployed,sum_deaths,rnd_var
Еврейская АО,2020-04-27,79.0,156,0.0,51.3
Еврейская АО,2020-05-04,23.0,156,0.0,55.88
Еврейская АО,2020-05-11,97.0,240,5.0,55.142857142857146
Еврейская АО,2020-05-18,71.0,251,1.0,54.45454545454545
Еврейская АО,2020-05-25,37.0,221,0.0,48.40909090909091
Еврейская АО,2020-06-01,42.0,207,1.0,45.578947368421055
Еврейская АО,2020-06-08,19.0,151,0.0,53.63157894736842
Еврейская АО,2020-06-15,115.0,188,4.0,54.76470588235294
Еврейская АО,2020-06-22,25.0,193,1.0,46.08695652173913
Еврейская АО,2020-06-29,25.0,171,0.0,57.0
Еврейская АО,2020-07-06,15.0,214,0.0,50.61904761904762
Еврейская АО,2020-07-13,117.0,164,1.0,58.791666666666664
Еврейская АО,2020-07-20,25.0,162,1.0,42.9
Еврейская АО,2020-07-27,16.0,214,1.0,51.294117647058826
Еврейская АО,2020-08-03,11.0,172,0.0,61.35294117647059
Еврейская АО,2020-08-10,65.0,191,0.0,57.73684210526316
Еврейская АО,2020-08-17,83.0,150,2.0,58.23529411764706
Еврейская АО,2020-08-24,12.0,136,1.0,56.23076923076923
Еврейская АО,2020-08-31,32.0,129,0.0,72.16666666666667
Еврейская АО,2020-09-07,13.0,134,1.0,62.416666666666664
Еврейская АО,2020-09-14,123.0,137,2.0,56.705882352941174
Еврейская АО,2020-09-21,68.0,133,0.0,53.0
Еврейская АО,2020-09-28,105.0,145,3.0,50.63157894736842
Еврейская АО,2020-10-05,37.0,135,1.0,49.05882352941177
Еврейская АО,2020-10-12,115.0,110,2.0,58.13333333333333
Еврейская АО,2020-10-19,206.0,103,3.0,57.13333333333333
Еврейская АО,2020-10-26,317.0,102,5.0,64.71428571428571
Забайкальский край,2020-04-06,70.0,213,2.0,46.61290322580645
Забайкальский край,2020-04-13,692.0,2148,12.0,51.81818181818182
Забайкальский край,2020-04-20,29.0,2656,0.0,44.75757575757576
Забайкальский край,2020-04-27,53.0,1882,0.0,44.36363636363637
Забайкальский край,2020-05-04,18.0,913,0.0,49.60606060606061
Забайкальский край,2020-05-11,499.0,1761,10.0,47.63636363636363
Забайкальский край,2020-05-18,448.0,2414,4.0,47.333333333333336
Забайкальский край,2020-05-25,267.0,2497,7.0,55.0
Забайкальский край,2020-06-01,280.0,2260,8.0,48.39393939393939
Забайкальский край,2020-06-08,155.0,1697,2.0,45.903225806451616
Забайкальский край,2020-06-15,864.0,2087,8.0,51.36363636363637
Забайкальский край,2020-06-22,515.0,1964,0.0,54.84375
Забайкальский край,2020-06-29,442.0,1602,1.0,50.333333333333336
Забайкальский край,2020-07-06,151.0,1755,1.0,52.54545454545455
Забайкальский край,2020-07-13,742.0,1704,7.0,50.40625
Забайкальский край,2020-07-20,244.0,1491,2.0,52.1875
Забайкальский край,2020-07-27,111.0,1564,0.0,47.70967741935484
Забайкальский край,2020-08-03,43.0,1332,0.0,53.71875
Забайкальский край,2020-08-10,288.0,1172,3.0,46.064516129032256
Забайкальский край,2020-08-17,578.0,1017,6.0,40.875
Забайкальский край,2020-08-24,114.0,858,3.0,35.642857142857146
Забайкальский край,2020-08-31,173.0,773,3.0,52.064516129032256
Забайкальский край,2020-09-07,129.0,886,2.0,46.964285714285715
Забайкальский край,2020-09-14,824.0,871,8.0,40.96666666666667
Забайкальский край,2020-09-21,401.0,798,2.0,41.0
Забайкальский край,2020-09-28,503.0,827,3.0,42.827586206896555
Забайкальский край,2020-10-05,196.0,797,1.0,51.12903225806452
Забайкальский край,2020-10-12,821.0,816,8.0,49.74193548387097
Забайкальский край,2020-10-19,1303.0,823,14.0,52.166666666666664
Забайкальский край,2020-10-26,1536.0,610,32.0,45.55555555555556
Ивановская,2020-04-06,156.0,1299,3.0,55.93939393939394
Ивановская,2020-04-13,486.0,3658,15.0,55.81818181818182
Ивановская,2020-04-20,117.0,2792,2.0,52.96969696969697
Ивановская,2020-04-27,79.0,1899,0.0,45.42424242424242
Ивановская,2020-05-04,77.0,1017,1.0,54.36363636363637
Ивановская,2020-05-11,488.0,1880,5.0,48.70967741935484
Ивановская,2020-05-18,543.0,1810,9.0,48.15151515151515
Ивановская,2020-05-25,311.0,1526,4.0,50.484848484848484
Ивановская,2020-06-01,375.0,1715,1.0,51.333333333333336
Ивановская,2020-06-08,254.0,1099,3.0,48.96969696969697
Ивановская,2020-06-15,684.0,1393,6.0,53.03030303030303
Ивановская,2020-06-22,590.0,1203,8.0,53.5
Ивановская,2020-06-29,523.0,1130,8.0,58.90625
Ивановская,2020-07-06,270.0,972,1.0,53.54545454545455
Ивановская,2020-07-13,566.0,951,15.0,53.4375
Ивановская,2020-07-20,433.0,906,5.0,51.878787878787875
Ивановская,2020-07-27,332.0,983,22.0,59.9375
Ивановская,2020-08-03,96.0,925,8.0,56.65625
Ивановская,2020-08-10,376.0,900,2.0,42.96774193548387
Ивановская,2020-08-17,455.0,788,16.0,50.71875
Ивановская,2020-08-24,234.0,752,3.0,46.666666666666664
Ивановская,2020-08-31,254.0,687,4.0,40.6
Ивановская,2020-09-07,219.0,691,8.0,50.57575757575758
Ивановская,2020-09-14,534.0,651,16.0,49.46875
Ивановская,2020-09-21,303.0,620,5.0,51.53333333333333
Ивановская,2020-09-28,332.0,630,4.0,45.96969696969697
Ивановская,2020-10-05,184.0,610,0.0,47.774193548387096
Ивановская,2020-10-12,620.0,602,14.0,49.13333333333333
Ивановская,2020-10-19,630.0,540,13.0,40.15625
Ивановская,2020-10-26,747.0,335,7.0,50.666666666666664
Ингушетия,2020-04-06,84.0,70,3.0,56.0
Ингушетия,2020-04-13,271.0,733,1.0,44.935483870967744
Ингушетия,2020-04-20,274.0,696,4.0,45.878787878787875
Ингушетия,2020-04-27,282.0,656,12.0,42.193548387096776
Ингушетия,2020-05-04,132.0,333,3.0,36.5
Ингушетия,2020-05-11,266.0,811,3.0,53.07142857142857
Ингушетия,2020-05-18,311.0,698,7.0,44.806451612903224
Ингушетия,2020-05-25,308.0,1316,6.0,58.63333333333333
Ингушетия,2020-06-01,260.0,2603,9.0,44.375
Ингушетия,2020-06-08,128.0,2909,1.0,46.93939393939394
Ингушетия,2020-06-15,348.0,6209,2.0,53.878787878787875
Ингушетия,2020-06-22,205.0,6847,2.0,51.93939393939394
Ингушетия,2020-06-29,192.0,5227,4.0,57.0
Ингушетия,2020-07-06,117.0,6095,1.0,51.72727272727273
Ингушетия,2020-07-13,297.0,5764,2.0,50.84848484848485
Ингушетия,2020-07-20,130.0,4194,0.0,49.21212121212121
Ингушетия,2020-07-27,157.0,3481,2.0,42.09375
Ингушетия,2020-08-03,83.0,2108,0.0,45.0625
Ингушетия,2020-08-10,219.0,2130,2.0,52.74193548387097
Ингушетия,2020-08-17,265.0,1948,1.0,50.74193548387097
Ингушетия,2020-08-24,160.0,1530,1.0,41.8125
Ингушетия,2020-08-31,192.0,625,0.0,53.82142857142857
Ингушетия,2020-09-07,98.0,937,1.0,44.857142857142854
Ингушетия,2020-09-14,356.0,995,2.0,49.172413793103445
Ингушетия,2020-09-21,330.0,624,2.0,47.92307692307692
Ингушетия,2020-09-28,344.0,479,4.0,42.458333333333336
Ингушетия,2020-10-05,150.0,475,1.0,39.74074074074074
Ингушетия,2020-10-12,317.0,466,0.0,48.76923076923077
Ингушетия,2020-10-19,371.0,430,0.0,44.16
Ингушетия,2020-10-26,385.0,247,8.0,45.833333333333336
Иркутская,2020-04-06,166.0,795,1.0,43.45454545454545
Иркутская,2020-04-13,1073.0,3121,32.0,51.666666666666664
Иркутская,2020-04-20,30.0,2470,0.0,54.45454545454545
Иркутская,2020-04-27,22.0,2528,2.0,53.72727272727273
Иркутская,2020-05-04,18.0,1644,0.0,47.06060606060606
Иркутская,2020-05-11,926.0,3094,19.0,49.36363636363637
Иркутская,2020-05-18,543.0,2463,13.0,53.72727272727273
Иркутская,2020-05-25,593.0,2385,5.0,47.75757575757576
Иркутская,2020-06-01,556.0,3209,2.0,54.72727272727273
Иркутская,2020-06-08,472.0,2115,9.0,49.0
Иркутская,2020-06-15,1208.0,2701,25.0,58.06060606060606
Иркутская,2020-06-22,1373.0,2299,20.0,50.81818181818182
Иркутская,2020-06-29,1515.0,2228,16.0,45.515151515151516
Иркутская,2020-07-06,430.0,2678,4.0,48.878787878787875
Иркутская,2020-07-13,1299.0,2602,26.0,41.0
Иркутская,2020-07-20,1328.0,2323,28.0,46.666666666666664
Иркутская,2020-07-27,1188.0,2907,32.0,46.84848484848485
Иркутская,2020-08-03,609.0,2424,20.0,47.24242424242424
Иркутская,2020-08-10,665.0,2176,8.0,46.36363636363637
Иркутская,2020-08-17,1081.0,2091,36.0,41.4375
Иркутская,2020-08-24,717.0,1913,11.0,60.0
Иркутская,2020-08-31,537.0,1496,9.0,53.09090909090909
Иркутская,2020-09-07,468.0,1894,6.0,54.696969696969695
Иркутская,2020-09-14,1000.0,1773,39.0,53.21212121212121
Иркутская,2020-09-21,526.0,1757,15.0,48.18181818181818
Иркутская,2020-09-28,548.0,1749,7.0,57.375
Иркутская,2020-10-05,192.0,1481,7.0,49.121212121212125
Иркутская,2020-10-12,1273.0,1646,42.0,51.90909090909091
Иркутская,2020-10-19,1260.0,1637,9.0,49.666666666666664
Иркутская,2020-10-26,1355.0,1097,48.0,59.064516129032256
Кабардино-Балкария,2020-04-06,179.0,521,2.0,54.096774193548384
Кабардино-Балкария,2020-04-13,346.0,3183,9.0,58.484848484848484
Кабардино-Балкария,2020-04-20,102.0,4284,0.0,48.84848484848485
Кабардино-Балкария,2020-04-27,177.0,6091,1.0,33.0
Кабардино-Балкария,2020-05-04,127.0,1972,1.0,49.515151515151516
Кабардино-Балкария,2020-05-11,388.0,3362,8.0,45.93939393939394
Кабардино-Балкария,2020-05-18,521.0,3202,3.0,43.24242424242424
Кабардино-Балкария,2020-05-25,510.0,4237,1.0,50.696969696969695
Кабардино-Балкария,2020-06-01,493.0,5262,9.0,46.03030303030303
Кабардино-Балкария,2020-06-08,238.0,3717,4.0,53.696969696969695
Кабардино-Балкария,2020-06-15,515.0,4700,12.0,58.18181818181818
Кабардино-Балкария,2020-06-22,536.0,4297,8.0,47.0
Кабардино-Балкария,2020-06-29,447.0,3076,6.0,50.40625
Кабардино-Балкария,2020-07-06,216.0,3704,2.0,49.75
Кабардино-Балкария,2020-07-13,377.0,2999,9.0,53.15151515151515
Кабардино-Балкария,2020-07-20,203.0,2556,3.0,49.696969696969695
Кабардино-Балкария,2020-07-27,109.0,2276,2.0,35.96875
Кабардино-Балкария,2020-08-03,61.0,2122,4.0,46.84375
Кабардино-Балкария,2020-08-10,323.0,2165,4.0,54.125
Кабардино-Балкария,2020-08-17,264.0,1819,3.0,53.1
Кабардино-Балкария,2020-08-24,119.0,1330,2.0,50.29032258064516
Кабардино-Балкария,2020-08-31,156.0,794,1.0,48.733333333333334
Кабардино-Балкария,2020-09-07,199.0,1241,0.0,49.86666666666667
Кабардино-Балкария,2020-09-14,383.0,1239,5.0,54.1
Кабардино-Балкария,2020-09-21,295.0,1175,6.0,47.25
Кабардино-Балкария,2020-09-28,291.0,1130,3.0,50.333333333333336
Кабардино-Балкария,2020-10-05,176.0,710,1.0,52.55172413793103
Кабардино-Балкария,2020-10-12,428.0,605,6.0,47.333333333333336
Кабардино-Балкария,2020-10-19,576.0,720,10.0,45.142857142857146
Кабардино-Балкария,2020-10-26,662.0,462,13.0,51.130434782608695
Калининградская,2020-04-06,68.0,1488,3.0,53.878787878787875
Калининградская,2020-04-13,425.0,4360,1.0,51.03030303030303
Калининградская,2020-04-20,64.0,3109,0.0,43.24242424242424
Калининградская,2020-04-27,126.0,2525,2.0,50.72727272727273
Калининградская,2020-05-04,94.0,1362,0.0,44.878787878787875
Калининградская,2020-05-11,320.0,2549,4.0,40.03125
Калининградская,2020-05-18,400.0,2103,2.0,43.03030303030303
Калининградская,2020-05-25,266.0,1946,7.0,53.18181818181818
Калининградская,2020-06-01,264.0,2198,6.0,50.57575757575758
Калининградская,2020-06-08,87.0,1445,1.0,51.5625
Калининградская,2020-06-15,533.0,1643,1.0,39.24242424242424
Калининградская,2020-06-22,209.0,1479,2.0,50.625
Калининградская,2020-06-29,115.0,1555,4.0,46.666666666666664
Калининградская,2020-07-06,95.0,1615,0.0,51.59375
Калининградская,2020-07-13,452.0,1360,3.0,53.09090909090909
Калининградская,2020-07-20,91.0,1319,2.0,53.57575757575758
Калининградская,2020-07-27,87.0,1514,0.0,58.15151515151515
Калининградская,2020-08-03,70.0,1204,2.0,47.25
Калининградская,2020-08-10,192.0,1087,2.0,50.46875
Калининградская,2020-08-17,425.0,1135,3.0,53.121212121212125
Калининградская,2020-08-24,136.0,978,5.0,45.806451612903224
Калининградская,2020-08-31,147.0,932,0.0,53.15151515151515
Калининградская,2020-09-07,96.0,910,2.0,42.354838709677416
Калининградская,2020-09-14,520.0,775,5.0,54.71875
Калининградская,2020-09-21,232.0,773,10.0,51.62068965517241
Калининградская,2020-09-28,274.0,792,7.0,57.96296296296296
Калининградская,2020-10-05,158.0,703,0.0,55.26086956521739
Калининградская,2020-10-12,510.0,722,6.0,56.7037037037037
Калининградская,2020-10-19,547.0,738,3.0,36.06666666666667
Калининградская,2020-10-26,621.0,430,2.0,42.55555555555556
Калмыкия,2020-04-06,58.0,314,0.0,51.3448275862069
Калмыкия,2020-04-13,410.0,813,5.0,39.6875
Калмыкия,2020-04-20,45.0,382,3.0,37.44827586206897
Калмыкия,2020-04-27,81.0,301,0.0,43.193548387096776
Калмыкия,2020-05-04,34.0,223,0.0,43.0
Калмыкия,2020-05-11,359.0,391,3.0,48.233333333333334
Калмыкия,2020-05-18,322.0,400,7.0,54.758620689655174
Калмыкия,2020-05-25,182.0,436,3.0,49.32142857142857
Калмыкия,2020-06-01,151.0,543,4.0,59.86666666666667
Калмыкия,2020-06-08,125.0,311,2.0,58.724137931034484
Калмыкия,2020-06-15,389.0,371,10.0,52.0
Калмыкия,2020-06-22,67.0,379,0.0,60.80769230769231
Калмыкия,2020-06-29,142.0,285,5.0,47.07142857142857
Калмыкия,2020-07-06,53.0,432,0.0,48.357142857142854
Калмыкия,2020-07-13,437.0,396,6.0,47.63333333333333
Калмыкия,2020-07-20,189.0,374,7.0,50.82142857142857
Калмыкия,2020-07-27,139.0,396,3.0,46.892857142857146
Калмыкия,2020-08-03,111.0,329,1.0,51.17857142857143
Калмыкия,2020-08-10,271.0,264,3.0,48.88
Калмыкия,2020-08-17,467.0,238,0.0,56.25
Калмыкия,2020-08-24,368.0,204,6.0,56.22727272727273
Калмыкия,2020-08-31,494.0,187,8.0,52.73913043478261
Калмыкия,2020-09-07,100.0,264,0.0,50.166666666666664
Калмыкия,2020-09-14,529.0,218,2.0,46.130434782608695
Калмыкия,2020-09-21,445.0,231,0.0,47.2962962962963
Калмыкия,2020-09-28,477.0,203,6.0,36.285714285714285
Калмыкия,2020-10-05,142.0,154,1.0,54.54545454545455
Калмыкия,2020-10-12,476.0,133,4.0,48.88235294117647
Калмыкия,2020-10-19,593.0,151,7.0,38.095238095238095
Калмыкия,2020-10-26,654.0,94,10.0,58.80952380952381
Калужская,2020-04-06,173.0,721,0.0,45.25
Калужская,2020-04-13,465.0,1827,7.0,50.45454545454545
Калужская,2020-04-20,194.0,1419,4.0,42.333333333333336
Калужская,2020-04-27,411.0,990,4.0,40.9375
Калужская,2020-05-04,246.0,654,4.0,47.46666666666667
Калужская,2020-05-11,488.0,1052,0.0,48.12903225806452
Калужская,2020-05-18,746.0,1017,4.0,54.34375
Калужская,2020-05-25,836.0,1006,7.0,53.0
Калужская,2020-06-01,569.0,1057,5.0,52.875
Калужская,2020-06-08,247.0,577,1.0,53.16129032258065
Калужская,2020-06-15,627.0,765,5.0,40.303030303030305
Калужская,2020-06-22,471.0,582,4.0,55.233333333333334
Калужская,2020-06-29,333.0,631,1.0,53.55172413793103
Калужская,2020-07-06,208.0,603,2.0,38.53125
Калужская,2020-07-13,515.0,542,0.0,49.793103448275865
Калужская,2020-07-20,267.0,531,3.0,57.935483870967744
Калужская,2020-07-27,188.0,567,2.0,47.34375
Калужская,2020-08-03,93.0,581,0.0,52.41935483870968
Калужская,2020-08-10,338.0,513,0.0,46.064516129032256
Калужская,2020-08-17,426.0,461,0.0,43.86666666666667
Калужская,2020-08-24,199.0,403,4.0,44.67857142857143
Калужская,2020-08-31,202.0,420,5.0,49.25
Калужская,2020-09-07,213.0,481,2.0,47.758620689655174
Калужская,2020-09-14,509.0,393,3.0,53.96551724137931
Калужская,2020-09-21,287.0,397,1.0,39.7
Калужская,2020-09-28,312.0,447,2.0,48.714285714285715
Калужская,2020-10-05,205.0,386,1.0,46.107142857142854
Калужская,2020-10-12,549.0,378,6.0,54.03333333333333
Калужская,2020-10-19,652.0,330,5.0,47.6
Калужская,2020-10-26,686.0,215,0.0,53.375
Камчатский край,2020-04-06,63.0,103,0.0,51.45454545454545
Камчатский край,2020-04-13,235.0,448,0.0,40.86666666666667
Камчатский край,2020-04-20,31.0,322,0.0,56.86666666666667
Камчатский край,2020-04-27,154.0,209,0.0,47.32
Камчатский край,2020-05-04,72.0,143,0.0,54.56521739130435
Камчатский край,2020-05-11,213.0,182,2.0,50.0
Камчатский край,2020-05-18,179.0,256,1.0,56.51724137931034
Камчатский край,2020-05-25,163.0,164,5.0,57.64
Камчатский край,2020-06-01,191.0,229,2.0,58.407407407407405
Камчатский край,2020-06-08,114.0,147,0.0,44.4
Камчатский край,2020-06-15,317.0,199,0.0,45.851851851851855
Камчатский край,2020-06-22,297.0,137,18.0,55.17857142857143
Камчатский край,2020-06-29,352.0,153,0.0,47.857142857142854
Камчатский край,2020-07-06,87.0,144,0.0,50.86206896551724
Камчатский край,2020-07-13,298.0,137,0.0,51.0
Камчатский край,2020-07-20,260.0,119,13.0,55.96
Камчатский край,2020-07-27,253.0,121,0.0,57.55555555555556
Камчатский край,2020-08-03,92.0,110,0.0,52.0
Камчатский край,2020-08-10,157.0,128,0.0,50.68
Камчатский край,2020-08-17,213.0,116,0.0,53.5
Камчатский край,2020-08-24,141.0,146,0.0,54.48
Камчатский край,2020-08-31,84.0,150,0.0,42.64
Камчатский край,2020-09-07,101.0,139,1.0,45.458333333333336
Камчатский край,2020-09-14,252.0,143,8.0,59.869565217391305
Камчатский край,2020-09-21,167.0,158,7.0,51.09090909090909
Камчатский край,2020-09-28,177.0,170,0.0,42.357142857142854
Камчатский край,2020-10-05,64.0,172,0.0,58.666666666666664
Камчатский край,2020-10-12,281.0,151,2.0,57.42307692307692
Камчатский край,2020-10-19,315.0,165,0.0,50.26923076923077
Камчатский край,2020-10-26,350.0,111,0.0,47.0
Карачаево-Черкессия,2020-04-06,89.0,344,2.0,54.642857142857146
Карачаево-Черкессия,2020-04-13,377.0,548,4.0,48.354838709677416
Карачаево-Черкессия,2020-04-20,74.0,541,0.0,48.2
Карачаево-Черкессия,2020-04-27,214.0,311,2.0,46.310344827586206
Карачаево-Черкессия,2020-05-04,51.0,392,0.0,48.851851851851855
Карачаево-Черкессия,2020-05-11,369.0,620,0.0,55.642857142857146
Карачаево-Черкессия,2020-05-18,216.0,672,1.0,42.74193548387097
Карачаево-Черкессия,2020-05-25,117.0,1042,0.0,43.96666666666667
Карачаево-Черкессия,2020-06-01,284.0,1482,1.0,56.53333333333333
Карачаево-Черкессия,2020-06-08,124.0,2101,1.0,51.39393939393939
Карачаево-Черкессия,2020-06-15,607.0,4430,1.0,43.54545454545455
Карачаево-Черкессия,2020-06-22,647.0,3742,0.0,54.81818181818182
Карачаево-Черкессия,2020-06-29,546.0,2296,3.0,50.63636363636363
Карачаево-Черкессия,2020-07-06,156.0,1906,1.0,43.0
Карачаево-Черкессия,2020-07-13,392.0,1481,1.0,48.18181818181818
Карачаево-Черкессия,2020-07-20,169.0,1175,2.0,50.8125
Карачаево-Черкессия,2020-07-27,163.0,995,0.0,51.0
Карачаево-Черкессия,2020-08-03,45.0,857,3.0,47.733333333333334
Карачаево-Черкессия,2020-08-10,282.0,763,2.0,56.483870967741936
Карачаево-Черкессия,2020-08-17,264.0,583,0.0,48.17857142857143
Карачаево-Черкессия,2020-08-24,178.0,472,1.0,61.0
Карачаево-Черкессия,2020-08-31,285.0,348,0.0,50.57692307692308
Карачаево-Черкессия,2020-09-07,145.0,523,0.0,48.76923076923077
Карачаево-Черкессия,2020-09-14,466.0,445,0.0,55.0
Карачаево-Черкессия,2020-09-21,454.0,410,0.0,44.6
Карачаево-Черкессия,2020-09-28,475.0,324,0.0,40.833333333333336
Карачаево-Черкессия,2020-10-05,168.0,267,1.0,55.583333333333336
Карачаево-Черкессия,2020-10-12,450.0,223,0.0,48.44444444444444
Карачаево-Черкессия,2020-10-19,571.0,194,0.0,45.64705882352941
Карачаево-Черкессия,2020-10-26,599.0,127,0.0,49.166666666666664
Карелия,2020-04-06,28.0,560,0.0,48.645161290322584
Карелия,2020-04-13,733.0,2360,4.0,54.60606060606061
Карелия,2020-04-20,24.0,1685,0.0,50.90625
Карелия,2020-04-27,29.0,1122,0.0,46.25806451612903
Карелия,2020-05-04,10.0,848,0.0,42.93333333333333
Карелия,2020-05-11,323.0,1160,1.0,47.774193548387096
Карелия,2020-05-18,527.0,988,4.0,56.46666666666667
Карелия,2020-05-25,91.0,823,0.0,51.3448275862069
Карелия,2020-06-01,114.0,938,0.0,44.607142857142854
Карелия,2020-06-08,102.0,691,0.0,53.87096774193548
Карелия,2020-06-15,844.0,877,4.0,51.642857142857146
Карелия,2020-06-22,223.0,745,0.0,41.392857142857146
Карелия,2020-06-29,241.0,863,1.0,52.3448275862069
Карелия,2020-07-06,78.0,754,0.0,55.724137931034484
Карелия,2020-07-13,803.0,675,4.0,38.310344827586206
Карелия,2020-07-20,202.0,584,0.0,46.08
Карелия,2020-07-27,230.0,628,1.0,42.32142857142857
Карелия,2020-08-03,105.0,542,8.0,53.96153846153846
Карелия,2020-08-10,182.0,496,1.0,49.370370370370374
Карелия,2020-08-17,769.0,503,3.0,42.06896551724138
Карелия,2020-08-24,170.0,494,1.0,49.16
Карелия,2020-08-31,240.0,578,1.0,57.714285714285715
Карелия,2020-09-07,68.0,554,0.0,45.08
Карелия,2020-09-14,863.0,463,3.0,45.851851851851855
Карелия,2020-09-21,167.0,418,0.0,50.51851851851852
Карелия,2020-09-28,252.0,413,1.0,55.76
Карелия,2020-10-05,77.0,436,10.0,48.96296296296296
Карелия,2020-10-12,932.0,435,5.0,49.7037037037037
Карелия,2020-10-19,586.0,445,0.0,51.74074074074074
Карелия,2020-10-26,683.0,297,4.0,37.84615384615385
Кемеровская,2020-04-06,35.0,1523,2.0,47.75757575757576
Кемеровская,2020-04-13,785.0,4387,11.0,57.18181818181818
Кемеровская,2020-04-20,27.0,4143,1.0,48.45454545454545
Кемеровская,2020-04-27,66.0,3597,0.0,56.878787878787875
Кемеровская,2020-05-04,19.0,2519,1.0,34.84848484848485
Кемеровская,2020-05-11,653.0,4069,9.0,51.57575757575758
Кемеровская,2020-05-18,245.0,3935,3.0,39.0
Кемеровская,2020-05-25,90.0,4053,0.0,44.18181818181818
Кемеровская,2020-06-01,102.0,4120,0.0,46.54545454545455
Кемеровская,2020-06-08,206.0,2822,0.0,45.45454545454545
Кемеровская,2020-06-15,744.0,3443,16.0,39.484848484848484
Кемеровская,2020-06-22,310.0,2880,1.0,41.125
Кемеровская,2020-06-29,270.0,2897,1.0,47.6875
Кемеровская,2020-07-06,94.0,3401,0.0,52.24242424242424
Кемеровская,2020-07-13,841.0,2916,15.0,38.40625
Кемеровская,2020-07-20,339.0,3231,2.0,53.121212121212125
Кемеровская,2020-07-27,464.0,3802,1.0,47.42424242424242
Кемеровская,2020-08-03,295.0,3677,2.0,50.0
Кемеровская,2020-08-10,427.0,3636,6.0,50.935483870967744
Кемеровская,2020-08-17,855.0,3405,10.0,44.96969696969697
Кемеровская,2020-08-24,650.0,2986,2.0,50.878787878787875
Кемеровская,2020-08-31,668.0,2892,23.0,44.774193548387096
Кемеровская,2020-09-07,113.0,2629,2.0,48.484848484848484
Кемеровская,2020-09-14,922.0,2491,18.0,47.81818181818182
Кемеровская,2020-09-21,886.0,2537,17.0,53.484848484848484
Кемеровская,2020-09-28,953.0,2407,25.0,48.375
Кемеровская,2020-10-05,332.0,2112,11.0,49.39393939393939
Кемеровская,2020-10-12,840.0,2019,10.0,52.45161290322581
Кемеровская,2020-10-19,1239.0,2007,28.0,50.24242424242424
Кемеровская,2020-10-26,1234.0,1462,24.0,51.37931034482759
Кировская,2020-04-06,99.0,481,0.0,49.41935483870968
Кировская,2020-04-13,674.0,1158,4.0,51.1875
Кировская,2020-04-20,118.0,1259,2.0,46.42424242424242
Кировская,2020-04-27,219.0,1345,1.0,48.0
Кировская,2020-05-04,105.0,676,1.0,58.645161290322584
Кировская,2020-05-11,507.0,1946,6.0,50.5
Кировская,2020-05-18,382.0,1755,1.0,49.878787878787875
Кировская,2020-05-25,315.0,1555,3.0,52.5
Кировская,2020-06-01,360.0,1521,9.0,53.75
Кировская,2020-06-08,200.0,1014,1.0,40.42424242424242
Кировская,2020-06-15,702.0,1298,6.0,48.064516129032256
Кировская,2020-06-22,316.0,1163,6.0,51.45161290322581
Кировская,2020-06-29,263.0,1153,3.0,48.0
Кировская,2020-07-06,123.0,1130,2.0,45.5
Кировская,2020-07-13,748.0,1094,5.0,56.903225806451616
Кировская,2020-07-20,365.0,1007,8.0,55.375
Кировская,2020-07-27,372.0,1094,12.0,48.125
Кировская,2020-08-03,219.0,943,4.0,43.93333333333333
Кировская,2020-08-10,356.0,927,5.0,42.59375
Кировская,2020-08-17,728.0,859,6.0,56.36363636363637
Кировская,2020-08-24,416.0,845,7.0,50.266666666666666
Кировская,2020-08-31,445.0,791,4.0,55.035714285714285
Кировская,2020-09-07,148.0,872,0.0,47.42857142857143
Кировская,2020-09-14,759.0,790,14.0,49.1
Кировская,2020-09-21,458.0,706,12.0,43.724137931034484
Кировская,2020-09-28,466.0,828,7.0,42.666666666666664
Кировская,2020-10-05,195.0,778,2.0,48.46875
Кировская,2020-10-12,749.0,779,8.0,51.666666666666664
Кировская,2020-10-19,719.0,755,8.0,42.666666666666664
Кировская,2020-10-26,957.0,439,7.0,39.22222222222222
Коми,2020-04-06,38.0,1448,2.0,46.63636363636363
Коми,2020-04-13,774.0,2084,9.0,50.24242424242424
Коми,2020-04-20,283.0,2050,0.0,48.0
Коми,2020-04-27,99.0,1602,2.0,53.27272727272727
Коми,2020-05-04,31.0,654,0.0,55.18181818181818
Коми,2020-05-11,535.0,1374,3.0,44.0625
Коми,2020-05-18,414.0,1206,10.0,50.9375
Коми,2020-05-25,167.0,1128,2.0,49.96969696969697
Коми,2020-06-01,187.0,1176,5.0,44.54838709677419
Коми,2020-06-08,201.0,770,5.0,53.758620689655174
Коми,2020-06-15,1122.0,1064,23.0,46.90625
Коми,2020-06-22,512.0,981,1.0,61.0
Коми,2020-06-29,492.0,878,1.0,49.57575757575758
Коми,2020-07-06,166.0,856,4.0,45.53333333333333
Коми,2020-07-13,902.0,756,17.0,49.72727272727273
Коми,2020-07-20,453.0,660,4.0,62.28125
Коми,2020-07-27,383.0,812,1.0,55.3
Коми,2020-08-03,159.0,691,16.0,51.166666666666664
Коми,2020-08-10,363.0,643,6.0,39.55172413793103
Коми,2020-08-17,721.0,694,20.0,45.87096774193548
Коми,2020-08-24,253.0,562,3.0,56.55555555555556
Коми,2020-08-31,193.0,655,6.0,47.53846153846154
Коми,2020-09-07,146.0,681,4.0,49.13793103448276
Коми,2020-09-14,870.0,619,20.0,60.2962962962963
Коми,2020-09-21,469.0,580,6.0,45.70967741935484
Коми,2020-09-28,537.0,654,11.0,51.13333333333333
Коми,2020-10-05,254.0,689,4.0,62.733333333333334
